gene,channel,species,divergence_mya,has_ortholog,ortholog_type,target_gene,target_symbol,identity,source_identity
KMT2B,ChromatinRemodel,xenopus_tropicalis,350,False,none,,,0,0
KMT2B,ChromatinRemodel,gallus_gallus,300,False,none,,,0,0
KMT2B,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2many,ENSMODG00000041612,ENSMODP00000050465,99.1379,4.23573
KMT2B,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000006307,ENSMUSP00000006470,90.4447,90.6446
KMT2B,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845001587,ENSCAFP00845002323,91.9361,93.2228
KMT2B,ChromatinRemodel,homo_sapiens,0,True,self,KMT2B,,100.0,0
KMT2C,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
KMT2C,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0023518,FBpp0070347,29.165,14.437
KMT2C,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00011729,T12D8.1.1,28.6869,14.4573
KMT2C,ChromatinRemodel,danio_rerio,450,True,ortholog_one2many,ENSDARG00000079312,ENSDARP00000115827,51.6579,52.0261
KMT2C,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000009730,ENSXETP00000109285,59.5327,61.739
KMT2C,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010027147,ENSGALP00010040079,73.006,74.1804
KMT2C,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000004731,ENSMODP00000005827,98.2759,2.32132
KMT2C,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000038056,ENSMUSP00000043874,85.3589,85.2372
KMT2C,ChromatinRemodel,canis_lupus_familiaris,85,False,none,,,0,0
KMT2C,ChromatinRemodel,homo_sapiens,0,True,self,KMT2C,,100.0,0
KMT2D,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
KMT2D,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0023518,FBpp0070347,25.6684,11.2696
KMT2D,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00011729,T12D8.1.1,26.2222,11.7211
KMT2D,ChromatinRemodel,danio_rerio,450,True,ortholog_one2one,ENSDARG00000037060,ENSDARP00000053862,45.3534,27.235
KMT2D,ChromatinRemodel,xenopus_tropicalis,350,False,none,,,0,0
KMT2D,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010024660,ENSGALP00010036990,59.4927,57.6124
KMT2D,ChromatinRemodel,monodelphis_domestica,180,False,none,,,0,0
KMT2D,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000048154,ENSMUSP00000023741,88.1711,88.9832
KMT2D,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845021787,ENSCAFP00845030553,91.5239,93.6066
KMT2D,ChromatinRemodel,homo_sapiens,0,True,self,KMT2D,,100.0,0
NSD1,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
NSD1,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0037841,FBpp0112128,21.9331,2.18843
NSD1,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00019584,K09F5.5.1,27.7635,4.00593
NSD1,ChromatinRemodel,danio_rerio,450,True,ortholog_one2many,ENSDARG00000060705,ENSDARP00000106822,40.8436,28.3754
NSD1,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000007233,ENSXETP00000071526,40.2863,36.5356
NSD1,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010009567,ENSGALP00010013183,46.4122,48.7018
NSD1,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000004870,ENSMODP00000005995,69.1047,60.9792
NSD1,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000021488,ENSMUSP00000097089,83.9465,83.7908
NSD1,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845010797,ENSCAFP00845014885,91.2157,91.2834
NSD1,ChromatinRemodel,homo_sapiens,0,True,self,NSD1,,100.0,0
SETD2,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
SETD2,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0030486,FBpp0073610,23.5394,21.6849
SETD2,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00018023,F34D6.4.1,26.6187,2.88612
SETD2,ChromatinRemodel,danio_rerio,450,False,none,,,0,0
SETD2,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000023876,ENSXETP00000093809,44.9783,52.5741
SETD2,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010025723,ENSGALP00010038798,64.2749,66.0296
SETD2,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000014043,ENSMODP00000017559,73.0604,73.0889
SETD2,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000044791,ENSMUSP00000160082,85.6139,80.7722
SETD2,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845009790,ENSCAFP00845013467,92.1155,92.0437
SETD2,ChromatinRemodel,homo_sapiens,0,True,self,SETD2,,100.0,0
SMARCA4,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
SMARCA4,ChromatinRemodel,drosophila_melanogaster,600,False,none,,,0,0
SMARCA4,ChromatinRemodel,caenorhabditis_elegans,600,False,none,,,0,0
SMARCA4,ChromatinRemodel,danio_rerio,450,True,ortholog_one2many,ENSDARG00000077226,ENSDARP00000143385,88.6908,87.6138
SMARCA4,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000009355,ENSXETP00000020620,90.369,87.7353
SMARCA4,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010008408,ENSGALP00010011666,97.383,74.5598
SMARCA4,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000006287,ENSMODP00000007805,98.6618,98.4821
SMARCA4,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000032187,ENSMUSP00000096547,99.0724,97.2678
SMARCA4,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845022085,ENSCAFP00845030572,99.7571,99.7571
SMARCA4,ChromatinRemodel,homo_sapiens,0,True,self,SMARCA4,,100.0,0
ATM,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
ATM,DDR,drosophila_melanogaster,600,False,none,,,0,0
ATM,DDR,caenorhabditis_elegans,600,False,none,,,0,0
ATM,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000002385,ENSDARP00000015167,53.8014,54.4175
ATM,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000014471,ENSXETP00000068714,64.902,64.9869
ATM,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010004824,ENSGALP00010006351,69.1205,69.4372
ATM,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000046482,ENSMODP00000059879,87.5,3.20681
ATM,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000034218,ENSMUSP00000156344,83.9204,84.195
ATM,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845003472,ENSCAFP00845004935,89.5288,89.5288
ATM,DDR,homo_sapiens,0,True,self,ATM,,100.0,0
ATR,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
ATR,DDR,drosophila_melanogaster,600,False,none,,,0,0
ATR,DDR,caenorhabditis_elegans,600,False,none,,,0,0
ATR,DDR,danio_rerio,450,True,ortholog_one2many,ENSDARG00000025672,ENSDARP00000036852,72.5051,63.1206
ATR,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000046350,ENSXETP00000001341,71.7691,72.882
ATR,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010015749,ENSGALP00010021886,77.3308,77.7988
ATR,DDR,monodelphis_domestica,180,False,none,,,0,0
ATR,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000021081,ENSMUSP00000021490,26.764,35.5987
ATR,DDR,canis_lupus_familiaris,85,False,none,,,0,0
ATR,DDR,homo_sapiens,0,True,self,ATR,,100.0,0
BAP1,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
BAP1,DDR,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0005624,FBpp0311526,7.62024,36.3095
BAP1,DDR,caenorhabditis_elegans,600,False,none,,,0,0
BAP1,DDR,danio_rerio,450,True,ortholog_one2many,ENSDARG00000003169,ENSDARP00000094744,73.6167,62.7907
BAP1,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000013130,ENSXETP00000078759,79.1411,79.4118
BAP1,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010027501,ENSGALP00010040795,72.2733,75.4458
BAP1,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000007422,ENSMODP00000009209,98.8095,98.8095
BAP1,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000021901,ENSMUSP00000022458,93.4066,93.2785
BAP1,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845012111,ENSCAFP00845017213,90.3927,88.1669
BAP1,DDR,homo_sapiens,0,True,self,BAP1,,100.0,0
BARD1,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
BARD1,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0035812,FBpp0312411,11.5302,20.8494
BARD1,DDR,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00011802,T16G1.9.1,11.1111,13.5135
BARD1,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000076733,ENSDARP00000146363,33.3333,29.4723
BARD1,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000014241,ENSXETP00000031175,46.82,44.5302
BARD1,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010011923,ENSGALP00010016369,49.1985,51.3514
BARD1,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000015631,ENSMODP00000019509,59.199,60.8752
BARD1,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000026196,ENSMUSP00000027393,70.9804,69.8842
BARD1,DDR,canis_lupus_familiaris,85,True,ortholog_one2many,ENSCAFG00845023473,ENSCAFP00845032518,82.6645,66.2806
BARD1,DDR,homo_sapiens,0,True,self,BARD1,,100.0,0
BRCA1,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
BRCA1,DDR,drosophila_melanogaster,600,False,none,,,0,0
BRCA1,DDR,caenorhabditis_elegans,600,True,ortholog_one2many,WBGene00018327,F42A6.5.1,24.5098,1.34192
BRCA1,DDR,danio_rerio,450,False,none,,,0,0
BRCA1,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000024564,ENSXETP00000063009,25.6193,22.759
BRCA1,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010024722,ENSGALP00010037124,30.3188,28.073
BRCA1,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000015150,ENSMODP00000018933,47.2283,46.6452
BRCA1,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000017146,ENSMUSP00000017290,57.6711,56.0923
BRCA1,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845006070,ENSCAFP00845008432,73.8552,74.4498
BRCA1,DDR,homo_sapiens,0,True,self,BRCA1,,100.0,0
BRCA2,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
BRCA2,DDR,drosophila_melanogaster,600,False,none,,,0,0
BRCA2,DDR,caenorhabditis_elegans,600,False,none,,,0,0
BRCA2,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000079015,ENSDARP00000099674,24.1475,20.3043
BRCA2,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000017011,ENSXETP00000060681,30.5744,28.9643
BRCA2,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010006740,ENSGALP00010009242,32.2049,32.007
BRCA2,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000009516,ENSMODP00000033276,45.9085,44.646
BRCA2,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000041147,ENSMUSP00000038576,58.6362,57.1094
BRCA2,DDR,canis_lupus_familiaris,85,False,none,,,0,0
BRCA2,DDR,homo_sapiens,0,True,self,BRCA2,,100.0,0
CHEK1,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
CHEK1,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0261278,FBpp0080443,45.5078,48.9496
CHEK1,DDR,caenorhabditis_elegans,600,False,none,,,0,0
CHEK1,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000104765,ENSDARP00000133390,64.3902,55.4622
CHEK1,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000014861,ENSXETP00000066634,77.8481,77.521
CHEK1,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010023828,ENSGALP00010035251,80.2,84.2437
CHEK1,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000004135,ENSMODP00000059243,93.6975,93.6975
CHEK1,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000032113,ENSMUSP00000134388,93.0672,93.0672
CHEK1,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845010598,ENSCAFP00845014658,96.4286,96.4286
CHEK1,DDR,homo_sapiens,0,True,self,CHEK1,,100.0,0
CHEK2,DDR,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YDL101C,YDL101C,29.2398,27.6243
CHEK2,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0019686,FBpp0080860,36.3445,31.86
CHEK2,DDR,caenorhabditis_elegans,600,True,ortholog_one2many,WBGene00000499,Y60A3A.12.1,32.1429,28.1768
CHEK2,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000025820,ENSDARP00000036490,52.4851,48.6188
CHEK2,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000021608,ENSXETP00000069363,55.6314,60.0368
CHEK2,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010023822,ENSGALP00010035288,68.9655,66.2983
CHEK2,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000008385,ENSMODP00000010421,75.5179,73.849
CHEK2,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000029521,ENSMUSP00000066679,82.7839,83.2412
CHEK2,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845030072,ENSCAFP00845041946,81.8644,88.9503
CHEK2,DDR,homo_sapiens,0,True,self,CHEK2,,100.0,0
FANCA,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCA,DDR,drosophila_melanogaster,600,False,none,,,0,0
FANCA,DDR,caenorhabditis_elegans,600,False,none,,,0,0
FANCA,DDR,danio_rerio,450,True,ortholog_one2many,ENSDARG00000110103,ENSDARP00000152612,33.4093,30.2405
FANCA,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000033926,ENSXETP00000059102,41.1189,40.4124
FANCA,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010008083,ENSGALP00010010833,46.6491,48.7973
FANCA,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000003463,ENSMODP00000004236,57.1429,48.6598
FANCA,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000032815,ENSMUSP00000045217,66.852,66.1168
FANCA,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845001750,ENSCAFP00845002582,70.0069,69.622
FANCA,DDR,homo_sapiens,0,True,self,FANCA,,100.0,0
FANCC,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCC,DDR,drosophila_melanogaster,600,False,none,,,0,0
FANCC,DDR,caenorhabditis_elegans,600,False,none,,,0,0
FANCC,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000055232,ENSDARP00000089800,29.0614,28.853
FANCC,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000017597,ENSXETP00000038199,39.9635,39.2473
FANCC,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010010393,ENSGALP00010014100,48.6679,49.1039
FANCC,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000002781,ENSMODP00000037707,55.2137,57.8853
FANCC,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000021461,ENSMUSP00000072788,67.7419,67.7419
FANCC,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845004921,ENSCAFP00845006942,70.7641,76.3441
FANCC,DDR,homo_sapiens,0,True,self,FANCC,,100.0,0
FANCD2,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCD2,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0038827,FBpp0083399,23.0717,23.501
FANCD2,DDR,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00012767,Y41E3.9a.1,17.8472,17.7119
FANCD2,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000053574,ENSDARP00000070083,53.1488,52.929
FANCD2,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000003617,ENSXETP00000056948,57.8547,57.6154
FANCD2,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010027361,ENSGALP00010040601,54.1303,55.5479
FANCD2,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000005440,ENSMODP00000006723,72.7273,71.1234
FANCD2,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000034023,ENSMUSP00000045667,75.1034,75.0517
FANCD2,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845008276,ENSCAFP00845011319,86.1284,86.0097
FANCD2,DDR,homo_sapiens,0,True,self,FANCD2,,100.0,0
MLH1,DDR,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YMR167W,YMR167W,36.671,37.3016
MLH1,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0011659,FBpp0087867,51.2048,44.9735
MLH1,DDR,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00003373,T28A8.7.1,32.9815,33.0688
MLH1,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000025948,ENSDARP00000113460,70.6207,67.7249
MLH1,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000004985,ENSXETP00000066721,75.3333,74.7355
MLH1,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010016109,ENSGALP00010022391,78.996,79.1005
MLH1,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000013353,ENSMODP00000016698,79.0698,76.455
MLH1,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000032498,ENSMUSP00000035079,88.2895,88.7566
MLH1,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845027002,ENSCAFP00845037379,92.2061,92.328
MLH1,DDR,homo_sapiens,0,True,self,MLH1,,100.0,0
MSH2,DDR,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YOL090W,YOL090W,39.9378,41.2206
MSH2,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0015546,FBpp0301208,41.9847,41.2206
MSH2,DDR,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00003418,H26D21.2.1,31.0954,28.2655
MSH2,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000018022,ENSDARP00000027768,71.9017,72.0557
MSH2,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000022615,ENSXETP00000100315,76.4953,78.0514
MSH2,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010017712,ENSGALP00010025318,78.2328,77.7302
MSH2,DDR,monodelphis_domestica,180,True,ortholog_one2many,ENSMODG00000001098,ENSMODP00000001308,82.8689,85.9743
MSH2,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000024151,ENSMUSP00000024967,92.4064,92.5054
MSH2,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845005364,ENSCAFP00845007465,96.1456,96.1456
MSH2,DDR,homo_sapiens,0,True,self,MSH2,,100.0,0
MSH6,DDR,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YDR097C,YDR097C,28.6634,26.1765
MSH6,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0036486,FBpp0075399,39.4958,34.5588
MSH6,DDR,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00003422,Y47G6A.11.1,33.9798,29.6324
MSH6,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000104541,ENSDARP00000131172,59.6786,60.0735
MSH6,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000022635,ENSXETP00000109847,64.7357,65.7353
MSH6,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010017746,ENSGALP00010025387,68.6801,67.7206
MSH6,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000001129,ENSMODP00000001344,66.7298,77.7206
MSH6,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000005370,ENSMUSP00000005503,85.567,85.4412
MSH6,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845005493,ENSCAFP00845007653,92.8729,92.9412
MSH6,DDR,homo_sapiens,0,True,self,MSH6,,100.0,0
PALB2,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
PALB2,DDR,drosophila_melanogaster,600,False,none,,,0,0
PALB2,DDR,caenorhabditis_elegans,600,False,none,,,0,0
PALB2,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000076716,ENSDARP00000100652,23.3115,9.02192
PALB2,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000031275,ENSXETP00000080422,23.5709,28.1619
PALB2,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010017080,ENSGALP00010024139,31.0216,35.0759
PALB2,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000006654,ENSMODP00000035428,48,48.5666
PALB2,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000044702,ENSMUSP00000095675,63.1341,58.769
PALB2,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845001625,ENSCAFP00845002274,71.2971,71.8381
PALB2,DDR,homo_sapiens,0,True,self,PALB2,,100.0,0
PMS2,DDR,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YNL082W,YNL082W,34.4788,34.9188
PMS2,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0011660,FBpp0086520,39.5996,41.2993
PMS2,DDR,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00004064,H12C20.2.2,35.0311,32.7146
PMS2,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000075672,ENSDARP00000099444,56.7568,56.0325
PMS2,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000024066,ENSXETP00000051908,63.2075,62.181
PMS2,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010021776,ENSGALP00010031851,65.8228,66.3573
PMS2,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000008178,ENSMODP00000010163,71.1472,71.2297
PMS2,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000079109,ENSMUSP00000119875,77.8813,77.6102
PMS2,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845010093,ENSCAFP00845013979,74.8049,77.8422
PMS2,DDR,homo_sapiens,0,True,self,PMS2,,100.0,0
POLD1,DDR,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YDL102W,YDL102W,48.4959,48.0578
POLD1,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0263600,FBpp0075277,60.0733,59.2593
POLD1,DDR,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00008645,F10C2.4.1,49.2137,48.0578
POLD1,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000027689,ENSDARP00000055858,69.5928,69.467
POLD1,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000009036,ENSXETP00000082743,66.1934,67.3893
POLD1,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010000526,ENSGALP00010000555,76.4933,35.8627
POLD1,DDR,monodelphis_domestica,180,False,none,,,0,0
POLD1,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000038644,ENSMUSP00000039776,89.6833,89.5212
POLD1,DDR,canis_lupus_familiaris,85,False,none,,,0,0
POLD1,DDR,homo_sapiens,0,True,self,POLD1,,100.0,0
POLE,DDR,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YNL262W,YNL262W,41.2691,40.1137
POLE,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0264326,FBpp0083800,56.0376,54.8119
POLE,DDR,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00009368,F33H2.5.1,46.4552,43.5696
POLE,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000058533,ENSDARP00000075852,79.9037,79.8338
POLE,DDR,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000016151,ENSXETP00000035222,80.8362,81.1898
POLE,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010022162,ENSGALP00010032479,83.8455,83.5521
POLE,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000015171,ENSMODP00000018959,88.3294,82.1085
POLE,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000007080,ENSMUSP00000007296,90.8454,90.7262
POLE,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845026128,ENSCAFP00845036571,91.5351,91.2948
POLE,DDR,homo_sapiens,0,True,self,POLE,,100.0,0
RAD51B,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
RAD51B,DDR,drosophila_melanogaster,600,False,none,,,0,0
RAD51B,DDR,caenorhabditis_elegans,600,False,none,,,0,0
RAD51B,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000037046,ENSDARP00000053846,52.5469,56
RAD51B,DDR,xenopus_tropicalis,350,False,none,,,0,0
RAD51B,DDR,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010020659,ENSGALP00010029474,61.5942,72.8571
RAD51B,DDR,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000010114,ENSMODP00000012669,70.1342,59.7143
RAD51B,DDR,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000059060,ENSMUSP00000152105,84.8571,84.8571
RAD51B,DDR,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845003641,ENSCAFP00845005187,90,90
RAD51B,DDR,homo_sapiens,0,True,self,RAD51B,,100.0,0
RAD51C,DDR,saccharomyces_cerevisiae,1000,False,none,,,0,0
RAD51C,DDR,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0003482,FBpp0084486,30,21.5426
RAD51C,DDR,caenorhabditis_elegans,600,False,none,,,0,0
RAD51C,DDR,danio_rerio,450,True,ortholog_one2one,ENSDARG00000068919,ENSDARP00000090614,59.116,56.9149
