gene,channel,species,divergence_mya,has_ortholog,ortholog_type,target_gene,target_symbol,identity,source_identity
FAS,Apoptosis,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0042627,FBpp0307370,43.7344,41.9753
FAS,Apoptosis,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00009343,F32H2.6.1,29.9465,2.23019
FAS,Apoptosis,danio_rerio,450,False,none,,,0,0
FAS,Apoptosis,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000019666,ENSXETP00000082432,62.9454,63.3214
FAS,Apoptosis,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010029895,ENSGALP00010044779,64.233,65.8702
FAS,Apoptosis,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000003423,ENSMODP00000004189,74.801,74.8307
FAS,Apoptosis,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000024778,ENSMUSP00000025691,50.1529,48.9552
FAS,Apoptosis,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845029855,ENSCAFP00845041530,50.9317,48.9552
FAS,Apoptosis,homo_sapiens,0,True,self,FAS,,100.0,0
FASLG,Apoptosis,saccharomyces_cerevisiae,1000,False,none,,,0,0
FASLG,Apoptosis,drosophila_melanogaster,600,False,none,,,0,0
FASLG,Apoptosis,caenorhabditis_elegans,600,False,none,,,0,0
FASLG,Apoptosis,danio_rerio,450,True,ortholog_one2one,ENSDARG00000098913,ENSDARP00000136343,27.9851,26.6904
FASLG,Apoptosis,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000041356,ENSXETP00000074158,44.9612,41.2811
FASLG,Apoptosis,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010013583,ENSGALP00010019343,47.1186,49.4662
FASLG,Apoptosis,monodelphis_domestica,180,False,none,,,0,0
FASLG,Apoptosis,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000000817,ENSMUSP00000000834,77.0609,76.5125
FASLG,Apoptosis,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845012259,ENSCAFP00845017144,86.3158,87.5445
FASLG,Apoptosis,homo_sapiens,0,True,self,FASLG,,100.0,0
XIAP,Apoptosis,saccharomyces_cerevisiae,1000,False,none,,,0,0
XIAP,Apoptosis,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0015247,FBpp0086431,28.7149,28.7726
XIAP,Apoptosis,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00000250,C50B8.2.1,25,15.493
XIAP,Apoptosis,danio_rerio,450,True,ortholog_many2many,ENSDARG00000016143,ENSDARP00000018322,42.716,34.8089
XIAP,Apoptosis,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000016194,ENSXETP00000035327,47.0699,50.1006
XIAP,Apoptosis,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010013281,ENSGALP00010018734,56.998,56.5392
XIAP,Apoptosis,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000014970,ENSMODP00000018720,78.3133,78.4708
XIAP,Apoptosis,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000025860,ENSMUSP00000026978,89.5161,89.336
XIAP,Apoptosis,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845025680,ENSCAFP00845035569,87.2211,86.5191
XIAP,Apoptosis,homo_sapiens,0,True,self,XIAP,,100.0,0
TP63,CellCycle_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
TP63,CellCycle_additional,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0039044,FBpp0083753,19.1919,13.9706
TP63,CellCycle_additional,caenorhabditis_elegans,600,False,none,,,0,0
TP63,CellCycle_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000044356,ENSDARP00000065136,75.5102,65.2941
TP63,CellCycle_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000026303,ENSXETP00000055541,72.5415,83.5294
TP63,CellCycle_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010014867,ENSGALP00010020797,94.7059,94.7059
TP63,CellCycle_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000015060,ENSMODP00000018831,94.7059,94.7059
TP63,CellCycle_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000022510,ENSMUSP00000110965,97.9412,97.9412
TP63,CellCycle_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845023542,ENSCAFP00845032719,98.0882,98.0882
TP63,CellCycle_additional,homo_sapiens,0,True,self,TP63,,100.0,0
TP73,CellCycle_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
TP73,CellCycle_additional,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0039044,FBpp0083753,20.6061,16.0377
TP73,CellCycle_additional,caenorhabditis_elegans,600,False,none,,,0,0
TP73,CellCycle_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000017953,ENSDARP00000109674,71.875,72.327
TP73,CellCycle_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000005019,ENSXETP00000065588,68.8525,79.2453
TP73,CellCycle_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010021318,ENSGALP00010030813,79.697,82.7044
TP73,CellCycle_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000049714,ENSMODP00000045775,66.3333,31.2893
TP73,CellCycle_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000029026,ENSMUSP00000114418,90.5085,83.9623
TP73,CellCycle_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845020210,ENSCAFP00845027865,74.8768,23.8994
TP73,CellCycle_additional,homo_sapiens,0,True,self,TP73,,100.0,0
BRIP1,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
BRIP1,DDR_additional,drosophila_melanogaster,600,False,none,,,0,0
BRIP1,DDR_additional,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00001049,F33H2.1.1,27.2635,21.4572
BRIP1,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000074410,ENSDARP00000102913,48.5197,47.2378
BRIP1,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000010720,ENSXETP00000064759,51.7494,50.9207
BRIP1,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010029319,ENSGALP00010043598,55.1394,55.4043
BRIP1,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000014258,ENSMODP00000017819,61.5889,67.6541
BRIP1,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000034329,ENSMUSP00000043108,74.3612,69.8959
BRIP1,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845027066,ENSCAFP00845037460,83.6685,83.2666
BRIP1,DDR_additional,homo_sapiens,0,True,self,BRIP1,,100.0,0
ERCC4,DDR_additional,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YPL022W,YPL022W,27,32.4236
ERCC4,DDR_additional,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0002707,FBpp0070624,38.8137,40.7205
ERCC4,DDR_additional,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00008140,C47D12.8.1,28.5562,29.1485
ERCC4,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000014161,ENSDARP00000018811,63.8826,61.7904
ERCC4,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000010991,ENSXETP00000093781,73.4914,74.4541
ERCC4,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010020422,ENSGALP00010029190,77.6301,76.5284
ERCC4,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000004840,ENSMODP00000005962,85.8417,84.0611
ERCC4,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000022545,ENSMUSP00000023206,85.9324,86.0262
ERCC4,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845011507,ENSCAFP00845015998,91.9214,91.9214
ERCC4,DDR_additional,homo_sapiens,0,True,self,ERCC4,,100.0,0
FANCB,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCB,DDR_additional,drosophila_melanogaster,600,False,none,,,0,0
FANCB,DDR_additional,caenorhabditis_elegans,600,False,none,,,0,0
FANCB,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000067596,ENSDARP00000088088,21.9849,20.3725
FANCB,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2many,ENSXETG00000033137,ENSXETP00000059404,33.7572,33.993
FANCB,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010001632,ENSGALP00010002100,42.6759,43.0733
FANCB,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000017276,ENSMODP00000021557,54.7674,54.8312
FANCB,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000047757,ENSMUSP00000128141,49.4725,49.1269
FANCB,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845029118,ENSCAFP00845040439,73.0588,72.2934
FANCB,DDR_additional,homo_sapiens,0,True,self,FANCB,,100.0,0
FANCE,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCE,DDR_additional,drosophila_melanogaster,600,False,none,,,0,0
FANCE,DDR_additional,caenorhabditis_elegans,600,False,none,,,0,0
FANCE,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000068870,ENSDARP00000090524,31.4741,29.4776
FANCE,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000039261,ENSXETP00000085524,30.9771,27.7985
FANCE,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010027520,ENSGALP00010040811,36.7647,37.3134
FANCE,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000013771,ENSMODP00000060412,50.0882,52.9851
FANCE,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000007570,ENSMUSP00000110451,65.019,63.806
FANCE,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845006312,ENSCAFP00845008724,66.242,77.6119
FANCE,DDR_additional,homo_sapiens,0,True,self,FANCE,,100.0,0
FANCF,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCF,DDR_additional,drosophila_melanogaster,600,False,none,,,0,0
FANCF,DDR_additional,caenorhabditis_elegans,600,False,none,,,0,0
FANCF,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000019250,ENSDARP00000003084,28.2282,25.1337
FANCF,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000009606,ENSXETP00000104026,26.3006,24.3316
FANCF,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010023778,ENSGALP00010035159,34.5269,36.0963
FANCF,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000024521,ENSMODP00000034449,40,40.6417
FANCF,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000092118,ENSMUSP00000125812,50.4373,46.2567
FANCF,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845023242,ENSCAFP00845032126,35.8333,45.9893
FANCF,DDR_additional,homo_sapiens,0,True,self,FANCF,,100.0,0
FANCG,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCG,DDR_additional,drosophila_melanogaster,600,False,none,,,0,0
FANCG,DDR_additional,caenorhabditis_elegans,600,False,none,,,0,0
FANCG,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000024967,ENSDARP00000038408,27.5527,27.3312
FANCG,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000014153,ENSXETP00000030897,25.8025,33.6013
FANCG,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010011464,ENSGALP00010015687,34.5622,36.1736
FANCG,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000007759,ENSMODP00000009639,50,53.537
FANCG,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000028453,ENSMUSP00000030165,72.0706,72.1865
FANCG,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845005691,ENSCAFP00845007869,62.1588,80.5466
FANCG,DDR_additional,homo_sapiens,0,True,self,FANCG,,100.0,0
FANCI,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCI,DDR_additional,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0033354,FBpp0087756,19.7839,22.0633
FANCI,DDR_additional,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00020935,W02D3.10.1,16.7015,18.0723
FANCI,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000026224,ENSDARP00000116242,60.211,60.1657
FANCI,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000017742,ENSXETP00000087295,66.2623,65.8133
FANCI,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010016181,ENSGALP00010022478,66.1435,66.6416
FANCI,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000019568,ENSMODP00000024414,78.979,79.2169
FANCI,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000039187,ENSMUSP00000044931,80.4511,80.5723
FANCI,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845003918,ENSCAFP00845005668,88.6536,88.253
FANCI,DDR_additional,homo_sapiens,0,True,self,FANCI,,100.0,0
FANCL,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
FANCL,DDR_additional,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0037781,FBpp0081681,24.147,24.5333
FANCL,DDR_additional,caenorhabditis_elegans,600,False,none,,,0,0
FANCL,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000007885,ENSDARP00000003498,58.4906,57.8667
FANCL,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000020481,ENSXETP00000087933,62.8866,65.0667
FANCL,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010017104,ENSGALP00010024170,58.2339,65.0667
FANCL,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000002105,ENSMODP00000002560,82.9333,82.9333
FANCL,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000004018,ENSMUSP00000004120,79.2,79.2
FANCL,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845012667,ENSCAFP00845017781,69.392,88.2667
FANCL,DDR_additional,homo_sapiens,0,True,self,FANCL,,100.0,0
FANCM,DDR_additional,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YIR002C,YIR002C,28.3988,13.7695
FANCM,DDR_additional,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0038889,FBpp0306724,25.5205,18.5547
FANCM,DDR_additional,caenorhabditis_elegans,600,False,none,,,0,0
FANCM,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000112136,ENSDARP00000153311,64.6465,9.375
FANCM,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000030986,ENSXETP00000085722,40.5478,44.0918
FANCM,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010018216,ENSGALP00010026171,43.4527,43.2617
FANCM,DDR_additional,monodelphis_domestica,180,False,none,,,0,0
FANCM,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000055884,ENSMUSP00000054797,65.4132,64.5508
FANCM,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845001871,ENSCAFP00845002606,79.4333,79.3945
FANCM,DDR_additional,homo_sapiens,0,True,self,FANCM,,100.0,0
PARP1,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
PARP1,DDR_additional,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0010247,FBpp0112608,43.0583,42.2091
PARP1,DDR_additional,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00004049,Y71F9AL.18a.2,35.0265,32.643
PARP1,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000019529,ENSDARP00000008364,71.4709,71.4004
PARP1,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000022610,ENSXETP00000081175,74.926,74.8521
PARP1,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010017496,ENSGALP00010024778,75.4554,77.6134
PARP1,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000006076,ENSMODP00000007535,84.7976,84.714
PARP1,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000026496,ENSMUSP00000027777,92.5049,92.5049
PARP1,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845008325,ENSCAFP00845011348,94.3787,94.3787
PARP1,DDR_additional,homo_sapiens,0,True,self,PARP1,,100.0,0
PARP2,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
PARP2,DDR_additional,drosophila_melanogaster,600,False,none,,,0,0
PARP2,DDR_additional,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00004050,E02H1.4.1,27.1375,25.614
PARP2,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000079202,ENSDARP00000118376,52.8505,60.1754
PARP2,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000001748,ENSXETP00000088425,45.2196,61.4035
PARP2,DDR_additional,gallus_gallus,300,False,none,,,0,0
PARP2,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000007171,ENSMODP00000008892,57.8523,75.614
PARP2,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000036023,ENSMUSP00000048877,86.941,85.2632
PARP2,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845021742,ENSCAFP00845030058,86.5517,88.0702
PARP2,DDR_additional,homo_sapiens,0,True,self,PARP2,,100.0,0
RAD51,DDR_additional,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YER095W,YER095W,56.75,66.9617
RAD51,DDR_additional,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0003479,FBpp0084955,66.369,65.7817
RAD51,DDR_additional,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00004297,Y43C5A.6a.1,50.3797,58.7021
RAD51,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000041411,ENSDARP00000060705,89.7059,89.9705
RAD51,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000015951,ENSXETP00000089326,91.8079,95.8702
RAD51,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010023147,ENSGALP00010034160,95.5752,95.5752
RAD51,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000000268,ENSMODP00000000325,96.4602,96.4602
RAD51,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000027323,ENSMUSP00000028795,98.8201,98.8201
RAD51,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845028730,ENSCAFP00845039817,99.115,99.115
RAD51,DDR_additional,homo_sapiens,0,True,self,RAD51,,100.0,0
SLX4,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
SLX4,DDR_additional,drosophila_melanogaster,600,False,none,,,0,0
SLX4,DDR_additional,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00011415,T04A8.15.1,20.4735,8.01527
SLX4,DDR_additional,danio_rerio,450,True,ortholog_one2many,ENSDARG00000092927,ENSDARP00000119409,42.0118,3.87132
SLX4,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000010319,ENSXETP00000022713,31.5044,29.1167
SLX4,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010016341,ENSGALP00010022679,34.023,32.2792
SLX4,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000016412,ENSMODP00000020500,43.8825,44.0022
SLX4,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000039738,ENSMUSP00000038871,60.3834,51.5267
SLX4,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845002090,ENSCAFP00845002881,64.1662,60.6325
SLX4,DDR_additional,homo_sapiens,0,True,self,SLX4,,100.0,0
XRCC2,DDR_additional,saccharomyces_cerevisiae,1000,False,none,,,0,0
XRCC2,DDR_additional,drosophila_melanogaster,600,False,none,,,0,0
XRCC2,DDR_additional,caenorhabditis_elegans,600,False,none,,,0,0
XRCC2,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000013933,ENSDARP00000019152,44.9045,50.3571
XRCC2,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000045924,ENSXETP00000119245,61.7544,62.8571
XRCC2,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010027158,ENSGALP00010040111,68.8172,68.5714
XRCC2,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000045998,ENSMODP00000046264,78.5714,78.5714
XRCC2,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000028933,ENSMUSP00000030773,78.4173,77.8571
XRCC2,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845011729,ENSCAFP00845016325,83.1541,82.8571
XRCC2,DDR_additional,homo_sapiens,0,True,self,XRCC2,,100.0,0
XRCC3,DDR_additional,saccharomyces_cerevisiae,1000,True,ortholog_one2one,YDR004W,YDR004W,19.1304,25.4335
XRCC3,DDR_additional,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0003480,FBpp0082392,31.3783,30.9249
XRCC3,DDR_additional,caenorhabditis_elegans,600,False,none,,,0,0
XRCC3,DDR_additional,danio_rerio,450,True,ortholog_one2one,ENSDARG00000017928,ENSDARP00000004619,51.7045,52.6012
XRCC3,DDR_additional,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000023061,ENSXETP00000112921,56.0345,56.3584
XRCC3,DDR_additional,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010016004,ENSGALP00010022306,54.712,60.4046
XRCC3,DDR_additional,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000013528,ENSMODP00000016923,62.7168,62.7168
XRCC3,DDR_additional,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000021287,ENSMUSP00000021715,72.7794,73.4104
XRCC3,DDR_additional,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845019939,ENSCAFP00845027488,75.3582,76.0116
XRCC3,DDR_additional,homo_sapiens,0,True,self,XRCC3,,100.0,0
ITGB1,InvasionMetastasis,saccharomyces_cerevisiae,1000,False,none,,,0,0
ITGB1,InvasionMetastasis,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0004657,FBpp0309123,40.8983,43.3584
ITGB1,InvasionMetastasis,caenorhabditis_elegans,600,True,ortholog_one2many,WBGene00003930,ZK1058.2.1,40.0494,40.6015
ITGB1,InvasionMetastasis,danio_rerio,450,True,ortholog_one2many,ENSDARG00000071863,ENSDARP00000039699,78.0702,78.0702
ITGB1,InvasionMetastasis,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000026716,ENSXETP00000076594,80.198,81.203
ITGB1,InvasionMetastasis,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010005632,ENSGALP00010008009,82.4176,84.5865
ITGB1,InvasionMetastasis,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000007536,ENSMODP00000040537,89.9002,90.3509
ITGB1,InvasionMetastasis,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000025809,ENSMUSP00000087457,92.4812,92.4812
ITGB1,InvasionMetastasis,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845002947,ENSCAFP00845004324,93.633,93.985
ITGB1,InvasionMetastasis,homo_sapiens,0,True,self,ITGB1,,100.0,0
MMP14,InvasionMetastasis,saccharomyces_cerevisiae,1000,False,none,,,0,0
MMP14,InvasionMetastasis,drosophila_melanogaster,600,False,none,,,0,0
MMP14,InvasionMetastasis,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00194737,Y50D7A.13a.1,34.5361,11.512
MMP14,InvasionMetastasis,danio_rerio,450,True,ortholog_one2many,ENSDARG00000002235,ENSDARP00000019511,67.2474,66.323
MMP14,InvasionMetastasis,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000022669,ENSXETP00000048923,78.6355,75.2577
MMP14,InvasionMetastasis,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010003937,ENSGALP00010005396,31.6344,30.9278
MMP14,InvasionMetastasis,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000005279,ENSMODP00000006509,87.7375,87.2852
MMP14,InvasionMetastasis,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000000957,ENSMUSP00000087119,96.5636,96.5636
MMP14,InvasionMetastasis,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845002121,ENSCAFP00845002944,97.079,97.079
MMP14,InvasionMetastasis,homo_sapiens,0,True,self,MMP14,,100.0,0
MMP2,InvasionMetastasis,saccharomyces_cerevisiae,1000,False,none,,,0,0
MMP2,InvasionMetastasis,drosophila_melanogaster,600,False,none,,,0,0
MMP2,InvasionMetastasis,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00194737,Y50D7A.13a.1,37.1134,10.9091
MMP2,InvasionMetastasis,danio_rerio,450,True,ortholog_one2one,ENSDARG00000017676,ENSDARP00000006091,71.6895,71.3636
MMP2,InvasionMetastasis,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000002801,ENSXETP00000098772,79.542,78.9394
MMP2,InvasionMetastasis,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010025414,ENSGALP00010038340,82.0513,82.4242
MMP2,InvasionMetastasis,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000013214,ENSMODP00000016535,81.9767,85.4545
MMP2,InvasionMetastasis,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000031740,ENSMUSP00000034187,95.6193,95.9091
MMP2,InvasionMetastasis,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845000865,ENSCAFP00845001159,95.6127,95.7576
MMP2,InvasionMetastasis,homo_sapiens,0,True,self,MMP2,,100.0,0
MMP9,InvasionMetastasis,saccharomyces_cerevisiae,1000,False,none,,,0,0
MMP9,InvasionMetastasis,drosophila_melanogaster,600,False,none,,,0,0
MMP9,InvasionMetastasis,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00194737,Y50D7A.13a.1,34.5361,9.47666
MMP9,InvasionMetastasis,danio_rerio,450,True,ortholog_one2one,ENSDARG00000042816,ENSDARP00000062844,59.5588,57.2843
MMP9,InvasionMetastasis,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000008703,ENSXETP00000058470,58.1871,56.2942
MMP9,InvasionMetastasis,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010015061,ENSGALP00010021072,60.4651,58.8402
MMP9,InvasionMetastasis,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000013741,ENSMODP00000017178,68.2652,68.4583
MMP9,InvasionMetastasis,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000017737,ENSMUSP00000017881,72.0548,74.3989
MMP9,InvasionMetastasis,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845017615,ENSCAFP00845024511,81.108,80.7638
MMP9,InvasionMetastasis,homo_sapiens,0,True,self,MMP9,,100.0,0
